Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9274 2446.41
0.928 2451.51
0.9283 2459.2
0.9281 2463.95
0.928 2473.01
0.9287 2473.31
0.9295 2453.98
0.9287 2429.6
0.9298 2411.33
0.9296 2408.69
0.9299 2409.66
0.9304 2430.99
0.9288 2463.88
0.927 2494.63
0.9263 2517.41
0.926 2521.95
0.9254 2522.48
0.9256 2512.17
0.9273 2500.34
0.9285 2479.49
0.9295 2455.07
0.9302 2447.44
0.9298 2446.96
0.9299 2453.61
0.93 2464.77
0.9284 2490.44
0.9281 2496.55
0.9275 2491.33
0.9281 2468.2
0.9294 2425.07
0.9298 2388.16
0.9305 2359.41
0.9314 2337.5
0.9315 2333.17
0.9323 2340.0
0.9323 2350.45
0.9312 2371.37
0.9312 2376.12
0.9318 2366.78
0.932 2355.25
0.9331 2332.55
0.9331 2326.28
0.9335 2310.86
0.935 2288.81
0.9339 2294.38
0.9331 2301.39
0.9332 2300.01
0.9326 2302.46
0.9331 2309.85
0.934 2309.32
0.9343 2314.78
0.934 2310.13
0.9346 2320.24
0.9333 2338.11
0.9332 2336.81
0.9329 2341.0
0.9322 2356.52
0.932 2355.86
0.9319 2353.91
0.9318 2356.46
0.931 2353.3
0.929 2361.5
0.93 2370.54
0.9287 2382.37
0.9284 2383.89
0.928 2373.9
0.9297 2345.13
0.9305 2312.33
0.9316 2290.87
0.9324 2283.37
0.931 2299.57
0.9295 2323.79
0.929 2340.1
0.9284 2333.99
0.9303 2303.83
0.9318 2274.15
0.9326 2273.15
0.9321 2297.48
0.9311 2329.72
0.9307 2357.43
0.9316 2372.62
0.9311 2378.56
0.931 2360.23
0.9322 2323.25
0.9343 2290.26
0.9357 2268.05
0.9355 2269.21
0.9352 2285.23
0.9342 2301.73
0.9339 2288.06
0.9354 2261.99
0.9361 2223.31
0.9362 2187.8
0.9374 2161.74
0.9378 2155.81
0.9364 2171.76
0.9347 2200.48
0.9344 2227.99
0.9331 2261.83
0.9332 2270.85
0.9344 2254.52
0.935 2222.87
0.9355 2200.44
0.9335 2209.76
0.9325 2204.56
0.9331 2190.16
0.9352 2170.44
0.9355 2176.83
0.9358 2183.88
0.936 2190.32
0.9357 2194.36
0.9358 2190.26
0.9355 2189.73
0.9352 2183.25
0.9361 2175.08
0.936 2171.43
0.9361 2177.5
0.936 2174.89
0.9376 2150.53
0.9376 2135.5
0.9385 2117.9
0.9392 2111.74
0.939 2108.79
0.9391 2098.29
0.9398 2094.75
0.9387 2097.95
0.9383 2101.35
0.9384 2107.8
0.9385 2110.69
0.9397 2100.5
0.9387 2091.19
0.9386 2083.29
0.9372 2077.3
0.9371 2078.55
0.9378 2082.89
0.9384 2083.35
0.9389 2084.29
0.9381 2096.53
0.9379 2108.8
0.9373 2115.21
0.9365 2131.28
0.9364 2142.76
0.935 2140.65
0.9355 2124.64
0.9363 2107.19
0.9368 2102.66
0.9373 2095.66
0.9376 2091.02
0.9384 2084.65
0.9395 2068.5
0.94 2057.08
0.9411 2056.0
0.9402 2065.25
0.9402 2090.37
0.9382 2122.31
0.9372 2144.34
0.9369 2148.46
0.9357 2147.07
0.9359 2139.84
0.9365 2123.0
0.9374 2094.87
0.9375 2081.53
0.9377 2069.5
0.9392 2060.8
0.9395 2055.91
0.9384 2067.66
0.9384 2080.33
0.9372 2104.14
0.9359 2128.06
0.9351 2141.71
0.9343 2162.66
0.9346 2161.37
0.9357 2141.88
0.9382 2098.18
0.9389 2075.11
0.938 2062.5
0.9398 2040.83
0.9409 2018.27
0.941 2022.06
0.9413 2038.4
0.9403 2059.28
0.9398 2068.38
0.9399 2061.4
0.9396 2053.05
0.9397 2044.62
0.9404 2034.47
0.9413 2023.55
0.9423 2009.68
0.9426 2001.02
0.9417 2006.21
0.9414 2022.67
0.9387 2063.46
0.9365 2108.42
0.9347 2164.3
0.9329 2179.52
0.9333 2173.41
0.9336 2151.21
0.9349 2106.49
0.9363 2076.09
0.9378 2075.2
0.9363 2079.44
0.9373 2089.81
0.9375 2105.77
0.9367 2113.48
0.937 2127.79
0.9373 2136.36
0.9377 2134.77
0.9376 2109.23
0.9386 2082.91
0.9394 2064.09
0.939 2058.93
0.9386 2067.07
0.9381 2066.85
0.9384 2051.08
0.9395 2041.91
0.9388 2041.55
0.9383 2037.93
0.938 2023.22
0.9385 2009.57
0.9389 1990.86
0.94 1979.0
0.9415 1984.3
0.9415 1998.53
0.9406 1999.98
0.9399 2005.15
0.9406 1989.75
0.941 1975.37
0.9412 1962.89
0.9413 1956.88
0.9412 1958.99
0.9412 1969.14
0.9409 1976.9
0.9406 1982.06
0.9401 1995.71
0.9392 1993.47
0.9403 1983.48
0.9403 1963.39
0.9407 1942.22
0.9409 1934.89
0.9404 1929.94
0.9407 1924.74
0.9413 1923.13
0.9414 1921.85
0.9421 1923.4
