Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9676 11.0279
0.9652 11.201
0.9643 11.5531
0.961 12.0254
0.9619 12.2159
0.9615 12.437
0.9615 12.5294
0.9615 12.6319
0.9619 12.697
0.9631 12.2813
0.9623 12.0736
0.962 12.1769
0.9631 12.103
0.9622 12.0477
0.9632 11.9649
0.965 11.5167
0.9644 11.2671
0.9655 11.1561
0.9647 11.3195
0.9642 11.5979
0.9635 11.7944
0.9634 11.8045
0.9637 11.9475
0.9617 12.4247
0.96 12.9581
0.9587 13.4475
0.96 12.8274
0.964 11.4838
0.9675 10.8096
0.9682 10.5707
0.9677 10.7993
0.9657 11.3704
0.962 12.3259
0.961 12.746
0.9625 12.4819
0.9621 12.3142
0.9634 11.9208
0.9634 11.6353
0.9648 11.3732
0.9661 11.0371
0.9663 11.2306
0.9657 11.6974
0.9648 12.0763
0.9638 12.2318
0.9642 11.8813
0.9655 11.4781
0.9671 10.8149
0.9692 10.3603
0.9694 10.2766
0.9678 10.4431
0.9669 10.8779
0.965 11.6677
0.9611 12.745
0.9594 13.3298
0.9612 12.8077
0.9643 11.8414
0.9669 10.9863
0.9677 10.5295
0.9692 10.3278
0.969 10.3433
0.969 10.3403
0.9684 10.4724
0.9682 10.3148
0.9683 10.2692
0.9685 10.4082
0.9687 10.5328
0.9683 10.5538
0.9692 10.4231
0.9696 10.2712
0.9701 10.1286
0.9705 9.93005
0.9702 9.78299
0.9707 9.79965
0.9699 9.90395
0.9693 10.0349
0.9687 10.3051
0.9677 10.573
0.9669 10.957
0.9659 11.3871
0.9649 12.0811
0.9649 12.2478
0.9645 12.393
0.9644 12.0946
0.9624 12.4105
0.9615 13.0287
0.961 12.7686
0.9649 11.3329
0.9673 10.7341
0.9678 10.6086
0.9668 10.7665
0.9666 11.0945
0.9649 11.6272
0.9652 11.642
0.9658 11.6074
0.9656 11.664
0.9659 11.6913
0.9666 11.5734
0.9663 11.3646
0.9671 11.1363
0.9677 10.9763
0.9672 10.9899
0.9659 11.1972
0.9655 11.5843
0.9657 11.6954
0.9656 11.9396
0.9665 11.9419
0.9664 11.851
0.9657 11.8082
0.9649 11.9554
0.9649 11.9353
0.9653 11.7829
0.9647 11.4255
0.9656 11.1107
0.9664 10.9174
0.9673 10.835
0.9674 10.9741
0.9651 11.3955
0.9637 12.0814
0.9601 13.1305
0.9585 13.7072
0.9589 13.7567
0.9611 12.9105
0.9654 11.8927
0.9668 11.1303
0.9687 10.3062
0.9686 10.0342
0.9692 10.1499
0.9675 10.9273
0.9649 11.6951
0.9633 12.3148
0.9648 11.8894
0.9652 11.5106
0.9633 11.852
0.961 12.5753
0.9597 13.307
0.9574 14.1271
0.9551 14.919
0.9547 15.0314
0.9561 14.1739
0.9594 13.2846
0.9609 12.7395
0.9638 12.0175
0.9655 11.5749
0.9646 11.7198
0.9643 12.0902
0.9627 12.356
0.9612 12.7792
0.9607 12.5297
0.9615 12.303
0.9626 12.0935
0.9632 11.9372
0.9645 11.5224
0.9648 11.1905
0.9654 11.0013
0.9655 10.9222
0.9653 11.0494
0.9647 11.1687
0.9637 11.2779
