Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
0.9103 3188.85
0.9118 3130.94
0.913 3091.07
0.9099 3135.98
0.9095 3142.82
0.9098 3140.72
0.9097 3142.51
0.9109 3128.08
0.9124 3115.23
0.9125 3113.11
0.9123 3126.56
0.9146 3115.4
0.9144 3098.56
0.9129 3102.58
0.9133 3103.24
0.9139 3097.04
0.9123 3153.05
0.9116 3187.77
0.9127 3117.47
0.9135 3106.88
0.9143 3104.59
0.9158 3105.62
0.9136 3147.84
0.9146 3091.37
0.9127 3098.52
0.9128 3107.12
0.9116 3124.41
0.9144 3100.36
0.9128 3087.59
0.9112 3120.07
0.9154 3075.69
0.9139 3098.94
0.9127 3115.32
0.9118 3118.84
0.9133 3138.5
0.9133 3100.55
0.9114 3120.06
0.9138 3094.1
0.9143 3090.62
0.9136 3129.88
0.9111 3149.12
0.9119 3127.79
0.9113 3123.48
0.9103 3155.97
0.9113 3123.51
0.9111 3117.68
0.9123 3113.94
0.9122 3103.67
0.9104 3173.47
0.911 3133.44
0.9123 3113.07
0.9115 3122.36
0.9132 3091.72
0.9111 3131.69
0.9082 3194.79
0.9113 3135.77
0.9117 3113.21
0.9129 3131.41
0.9147 3108.81
0.9143 3089.76
0.9135 3090.69
0.9141 3131.18
0.915 3143.14
0.9146 3149.34
0.911 3175.56
0.9122 3136.54
0.914 3074.98
0.9129 3096.08
0.9132 3099.31
0.9142 3098.97
0.9151 3097.22
0.9146 3106.34
0.9143 3084.2
0.9128 3124.53
0.9132 3121.22
0.9137 3113.98
0.9111 3128.47
0.9119 3113.06
0.9125 3114.28
0.9116 3130.84
0.9132 3106.7
0.9131 3092.61
0.9143 3091.72
0.9156 3073.9
0.9151 3073.2
0.9148 3085.11
0.9158 3091.56
0.9131 3110.17
0.9136 3097.58
0.9136 3079.08
0.9145 3063.08
0.9149 3058.82
0.9149 3057.98
0.9122 3074.71
0.9108 3120.06
0.9106 3126.63
0.9114 3104.35
0.9117 3104.37
0.9134 3109.4
0.9136 3079.45
0.9118 3119.05
0.9105 3172.69
0.9109 3152.26
0.9113 3142.58
0.9129 3109.62
0.9154 3092.11
0.9135 3086.69
0.9142 3066.68
0.9123 3080.32
0.9123 3093.26
0.9116 3132.35
0.9108 3125.6
0.9134 3084.81
0.9138 3058.56
0.9148 3066.06
0.9148 3078.49
0.9125 3113.41
0.9142 3068.9
0.9151 3052.29
0.9157 3050.44
0.9153 3067.42
0.9141 3073.57
0.9142 3048.77
0.915 3042.95
0.9149 3053.86
0.9155 3027.88
0.914 3033.0
0.9145 3071.0
0.9147 3049.17
0.9142 3069.71
0.9126 3094.71
0.9156 3053.71
0.9151 3054.74
0.9145 3070.77
0.9145 3108.94
0.9132 3111.65
0.9141 3101.0
0.915 3038.27
0.9158 3040.33
0.9158 3070.03
0.9154 3083.8
0.9158 3042.24
0.9156 3019.51
0.9148 3045.07
0.9147 3050.54
0.9141 3113.71
0.9132 3094.08
0.9144 3083.1
0.9137 3103.98
0.9128 3115.87
0.914 3077.07
0.9143 3074.79
0.9129 3079.16
0.913 3069.26
0.9142 3054.0
0.9127 3070.08
0.9141 3071.6
0.9148 3054.06
0.9136 3057.65
0.9169 3029.02
0.914 3058.54
0.9153 3031.5
0.9161 3034.31
0.9152 3045.88
0.9128 3082.29
0.9144 3039.23
0.9141 3050.36
0.9121 3079.78
0.9141 3031.37
0.9118 3086.88
0.9147 3031.18
0.9142 3043.24
0.9123 3101.29
0.9149 3044.75
0.9157 3026.55
0.915 3007.53
0.9161 3000.54
0.916 3007.38
0.9157 3027.96
0.9153 3043.69
0.9141 3080.29
0.9138 3075.92
0.9136 3082.8
0.9155 3035.69
0.9145 3045.7
0.916 3016.62
0.9154 3031.88
0.9154 3037.98
0.9145 3087.06
0.9163 3063.18
0.917 3021.96
0.9158 3012.84
0.9149 3036.09
0.9163 3022.57
0.9155 3008.09
0.9161 3007.07
0.9158 3034.18
0.9167 3025.68
0.9152 3003.73
0.9164 3005.53
0.9176 3012.62
0.9174 3019.76
0.9166 3027.61
0.9155 3008.35
0.9156 3003.42
0.9137 3025.98
0.9152 3009.08
0.9162 3005.61
0.9167 3007.5
0.9141 3043.34
0.9161 3019.65
0.914 3054.02
0.9113 3078.78
0.9124 3058.56
0.9124 3098.41
0.9128 3048.26
0.9155 3025.98
